wafer_layout,component_sk,ucs_die_x,ucs_die_y,ucs_flash_x,ucs_flash_y,ucs_die_in_flash_x,ucs_die_in_flash_y,ucs_die_origin_x,ucs_die_origin_y,ucs_flash_wafer_layout_sk,ucs_die_wafer_layout_sk,metrology17_site,sort_die_x,sort_die_y,sort_test_flag,wet_flash_x,wet_flash_y
product,90001838,-14,14,-5,2,1,4,-109179.88,72273.79,90172478,96393897,,5,10,T,3,7
product,90001838,-14,15,-5,3,1,0,-109179.88,78833.25,90172479,96393908,,5,9,T,3,8
product,90001838,-14,16,-5,3,1,1,-109179.88,85392.71,90172479,96393909,,5,8,T,3,8
product,90001838,-14,17,-5,3,1,2,-109179.88,91952.17,90172479,96393910,,5,7,T,3,8
product,90001838,-14,18,-5,3,1,3,-109179.88,98511.63,90172479,96393911,,5,6,P,3,8
product,90001838,-14,19,-5,3,1,4,-109179.88,105071.09,90172479,96393912,,5,5,P,3,8
product,90001838,-14,20,-5,4,1,0,-109179.88,111630.55,90172480,96393923,,5,4,P,3,9
product,90001838,-14,21,-5,4,1,1,-109179.88,118190.01,90172480,96393924,,5,3,P,3,9
product,90001838,-14,22,-5,4,1,2,-109179.88,124749.47,90172480,96393925,,5,2,P,3,9
product,90001838,-14,23,-5,4,1,3,-109179.88,131308.93,90172480,96393926,,5,1,P,3,9
product,90001838,-14,24,-5,4,1,4,-109179.88,137868.39,90172480,96393927,,5,0,P,3,9
product,90001838,-13,-15,-5,-3,2,0,-101908.92,-117950.55,90172473,96393823,,6,39,P,3,2
product,90001838,-13,-14,-5,-3,2,1,-101908.92,-111391.09,90172473,96393824,,6,38,P,3,2
product,90001838,-13,-13,-5,-3,2,2,-101908.92,-104831.63,90172473,96393825,,6,37,T,3,2
product,90001838,-13,-12,-5,-3,2,3,-101908.92,-98272.17,90172473,96393826,,6,36,T,3,2
product,90001838,-13,-11,-5,-3,2,4,-101908.92,-91712.71,90172473,96393827,,6,35,T,3,2
product,90001838,-13,-10,-5,-2,2,0,-101908.92,-85153.25,90172474,96393838,,6,34,T,3,3
product,90001838,-13,-9,-5,-2,2,1,-101908.92,-78593.79,90172474,96393839,,6,33,T,3,3
product,90001838,-13,-8,-5,-2,2,2,-101908.92,-72034.33,90172474,96393840,,6,32,T,3,3
product,90001838,-13,-7,-5,-2,2,3,-101908.92,-65474.87,90172474,96393841,,6,31,T,3,3
product,90001838,-13,-6,-5,-2,2,4,-101908.92,-58915.41,90172474,96393842,,6,30,T,3,3
product,90001838,-13,-5,-5,-1,2,0,-101908.92,-52355.95,90172475,96393853,,6,29,T,3,4
product,90001838,-13,-4,-5,-1,2,1,-101908.92,-45796.49,90172475,96393854,,6,28,T,3,4
product,90001838,-13,-3,-5,-1,2,2,-101908.92,-39237.03,90172475,96393855,,6,27,T,3,4
product,90001838,-13,-2,-5,-1,2,3,-101908.92,-32677.57,90172475,96393856,,6,26,T,3,4
product,90001838,-13,-1,-5,-1,2,4,-101908.92,-26118.11,90172475,96393857,,6,25,T,3,4
product,90001838,-13,0,-5,0,2,0,-101908.92,-19558.65,90172476,96393868,,6,24,T,3,5
product,90001838,-13,1,-5,0,2,1,-101908.92,-12999.19,90172476,96393869,,6,23,T,3,5
product,90001838,-13,2,-5,0,2,2,-101908.92,-6439.73,90172476,96393870,,6,22,T,3,5
product,90001838,-13,3,-5,0,2,3,-101908.92,119.73,90172476,96393871,,6,21,T,3,5
product,90001838,-13,4,-5,0,2,4,-101908.92,6679.19,90172476,96393872,,6,20,T,3,5
product,90001838,-13,5,-5,1,2,0,-101908.92,13238.65,90172477,96393883,,6,19,T,3,6
product,90001838,-13,6,-5,1,2,1,-101908.92,19798.11,90172477,96393884,,6,18,T,3,6
product,90001838,-13,7,-5,1,2,2,-101908.92,26357.57,90172477,96393885,,6,17,T,3,6
product,90001838,-13,8,-5,1,2,3,-101908.92,32917.03,90172477,96393886,,6,16,T,3,6
product,90001838,-13,9,-5,1,2,4,-101908.92,39476.49,90172477,96393887,,6,15,T,3,6
product,90001838,-13,10,-5,2,2,0,-101908.92,46035.95,90172478,96393898,,6,14,T,3,7
product,90001838,-13,11,-5,2,2,1,-101908.92,52595.41,90172478,96393899,,6,13,T,3,7
product,90001838,-13,12,-5,2,2,2,-101908.92,59154.87,90172478,96393900,,6,12,T,3,7
product,90001838,-13,13,-5,2,2,3,-101908.92,65714.33,90172478,96393901,,6,11,T,3,7
product,90001838,-13,14,-5,2,2,4,-101908.92,72273.79,90172478,96393902,,6,10,T,3,7
product,90001838,-13,15,-5,3,2,0,-101908.92,78833.25,90172479,96393913,,6,9,T,3,8
product,90001838,-13,16,-5,3,2,1,-101908.92,85392.71,90172479,96393914,,6,8,T,3,8
product,90001838,-13,17,-5,3,2,2,-101908.92,91952.17,90172479,96393915,,6,7,T,3,8
product,90001838,-13,18,-5,3,2,3,-101908.92,98511.63,90172479,96393916,,6,6,T,3,8
product,90001838,-13,19,-5,3,2,4,-101908.92,105071.09,90172479,96393917,,6,5,P,3,8
product,90001838,-13,20,-5,4,2,0,-101908.92,111630.55,90172480,96393928,,6,4,P,3,9
product,90001838,-13,21,-5,4,2,1,-101908.92,118190.01,90172480,96393929,,6,3,P,3,9
product,90001838,-13,22,-5,4,2,2,-101908.92,124749.47,90172480,96393930,,6,2,P,3,9
product,90001838,-13,23,-5,4,2,3,-101908.92,131308.93,90172480,96393931,,6,1,P,3,9
product,90001838,-13,24,-5,4,2,4,-101908.92,137868.39,90172480,96393932,,6,0,P,3,9
product,90001838,-12,-20,-4,-4,0,0,-94637.96,-150747.85,90172481,96393933,,7,44,P,4,1
product,90001838,-12,-19,-4,-4,0,1,-94637.96,-144188.39,90172481,96393934,,7,43,P,4,1
product,90001838,-12,-18,-4,-4,0,2,-94637.96,-137628.93,90172481,96393935,,7,42,P,4,1
product,90001838,-12,-17,-4,-4,0,3,-94637.96,-131069.47,90172481,96393936,,7,41,P,4,1
product,90001838,-12,-16,-4,-4,0,4,-94637.96,-124510.01,90172481,96393937,,7,40,P,4,1
product,90001838,-12,-15,-4,-3,0,0,-94637.96,-117950.55,90172482,96393948,,7,39,P,4,2
product,90001838,-12,-14,-4,-3,0,1,-94637.96,-111391.09,90172482,96393949,,7,38,T,4,2
product,90001838,-12,-13,-4,-3,0,2,-94637.96,-104831.63,90172482,96393950,,7,37,T,4,2
product,90001838,-12,-12,-4,-3,0,3,-94637.96,-98272.17,90172482,96393951,,7,36,T,4,2
product,90001838,-12,-11,-4,-3,0,4,-94637.96,-91712.71,90172482,96393952,,7,35,T,4,2
product,90001838,-12,-10,-4,-2,0,0,-94637.96,-85153.25,90172483,96393963,6,7,34,T,4,3
product,90001838,-12,-9,-4,-2,0,1,-94637.96,-78593.79,90172483,96393964,6,7,33,T,4,3
product,90001838,-12,-8,-4,-2,0,2,-94637.96,-72034.33,90172483,96393965,6,7,32,T,4,3
product,90001838,-12,-7,-4,-2,0,3,-94637.96,-65474.87,90172483,96393966,6,7,31,T,4,3
product,90001838,-12,-6,-4,-2,0,4,-94637.96,-58915.41,90172483,96393967,6,7,30,T,4,3
product,90001838,-12,-5,-4,-1,0,0,-94637.96,-52355.95,90172484,96393978,,7,29,T,4,4
product,90001838,-12,-4,-4,-1,0,1,-94637.96,-45796.49,90172484,96393979,,7,28,T,4,4
product,90001838,-12,-3,-4,-1,0,2,-94637.96,-39237.03,90172484,96393980,,7,27,T,4,4
product,90001838,-12,-2,-4,-1,0,3,-94637.96,-32677.57,90172484,96393981,,7,26,T,4,4
product,90001838,-12,-1,-4,-1,0,4,-94637.96,-26118.11,90172484,96393982,,7,25,T,4,4
product,90001838,-12,0,-4,0,0,0,-94637.96,-19558.65,90172485,96393993,,7,24,T,4,5
product,90001838,-12,1,-4,0,0,1,-94637.96,-12999.19,90172485,96393994,,7,23,T,4,5
product,90001838,-12,2,-4,0,0,2,-94637.96,-6439.73,90172485,96393995,,7,22,T,4,5
product,90001838,-12,3,-4,0,0,3,-94637.96,119.73,90172485,96393996,,7,21,T,4,5
product,90001838,-12,4,-4,0,0,4,-94637.96,6679.19,90172485,96393997,,7,20,T,4,5
product,90001838,-12,5,-4,1,0,0,-94637.96,13238.65,90172486,96394008,,7,19,T,4,6
product,90001838,-12,6,-4,1,0,1,-94637.96,19798.11,90172486,96394009,,7,18,T,4,6
product,90001838,-12,7,-4,1,0,2,-94637.96,26357.57,90172486,96394010,,7,17,T,4,6
product,90001838,-12,8,-4,1,0,3,-94637.96,32917.03,90172486,96394011,,7,16,T,4,6
product,90001838,-12,9,-4,1,0,4,-94637.96,39476.49,90172486,96394012,,7,15,T,4,6
product,90001838,-12,10,-4,2,0,0,-94637.96,46035.95,90172487,96394023,,7,14,T,4,7
product,90001838,-12,11,-4,2,0,1,-94637.96,52595.41,90172487,96394024,,7,13,T,4,7
product,90001838,-12,12,-4,2,0,2,-94637.96,59154.87,90172487,96394025,,7,12,T,4,7
product,90001838,-12,13,-4,2,0,3,-94637.96,65714.33,90172487,96394026,,7,11,T,4,7
product,90001838,-12,14,-4,2,0,4,-94637.96,72273.79,90172487,96394027,,7,10,T,4,7
product,90001838,-12,15,-4,3,0,0,-94637.96,78833.25,90172488,96394038,,7,9,T,4,8
product,90001838,-12,16,-4,3,0,1,-94637.96,85392.71,90172488,96394039,,7,8,T,4,8
product,90001838,-12,17,-4,3,0,2,-94637.96,91952.17,90172488,96394040,,7,7,T,4,8
product,90001838,-12,18,-4,3,0,3,-94637.96,98511.63,90172488,96394041,,7,6,T,4,8
product,90001838,-12,19,-4,3,0,4,-94637.96,105071.09,90172488,96394042,,7,5,T,4,8
product,90001838,-12,20,-4,4,0,0,-94637.96,111630.55,90172489,96394053,,7,4,P,4,9
product,90001838,-12,21,-4,4,0,1,-94637.96,118190.01,90172489,96394054,,7,3,P,4,9
product,90001838,-12,22,-4,4,0,2,-94637.96,124749.47,90172489,96394055,,7,2,P,4,9
product,90001838,-12,23,-4,4,0,3,-94637.96,131308.93,90172489,96394056,,7,1,P,4,9
product,90001838,-12,24,-4,4,0,4,-94637.96,137868.39,90172489,96394057,,7,0,P,4,9
product,90001838,-11,-20,-4,-4,1,0,-87367,-150747.85,90172481,96393938,,8,44,P,4,1
product,90001838,-11,-19,-4,-4,1,1,-87367,-144188.39,90172481,96393939,,8,43,P,4,1
product,90001838,-11,-18,-4,-4,1,2,-87367,-137628.93,90172481,96393940,,8,42,P,4,1
product,90001838,-11,-17,-4,-4,1,3,-87367,-131069.47,90172481,96393941,,8,41,P,4,1
product,90001838,-11,-16,-4,-4,1,4,-87367,-124510.01,90172481,96393942,,8,40,P,4,1
product,90001838,-11,-15,-4,-3,1,0,-87367,-117950.55,90172482,96393953,,8,39,T,4,2
product,90001838,-11,-14,-4,-3,1,1,-87367,-111391.09,90172482,96393954,,8,38,T,4,2
product,90001838,-11,-13,-4,-3,1,2,-87367,-104831.63,90172482,96393955,,8,37,T,4,2
product,90001838,-11,-12,-4,-3,1,3,-87367,-98272.17,90172482,96393956,,8,36,T,4,2
product,90001838,-11,-11,-4,-3,1,4,-87367,-91712.71,90172482,96393957,,8,35,T,4,2
product,90001838,-11,-10,-4,-2,1,0,-87367,-85153.25,90172483,96393968,6,8,34,T,4,3
product,90001838,-11,-9,-4,-2,1,1,-87367,-78593.79,90172483,96393969,6,8,33,T,4,3
product,90001838,-11,-8,-4,-2,1,2,-87367,-72034.33,90172483,96393970,6,8,32,T,4,3
product,90001838,-11,-7,-4,-2,1,3,-87367,-65474.87,90172483,96393971,6,8,31,T,4,3
product,90001838,-11,-6,-4,-2,1,4,-87367,-58915.41,90172483,96393972,6,8,30,T,4,3
product,90001838,-11,-5,-4,-1,1,0,-87367,-52355.95,90172484,96393983,,8,29,T,4,4
product,90001838,-11,-4,-4,-1,1,1,-87367,-45796.49,90172484,96393984,,8,28,T,4,4
product,90001838,-11,-3,-4,-1,1,2,-87367,-39237.03,90172484,96393985,,8,27,T,4,4
product,90001838,-11,-2,-4,-1,1,3,-87367,-32677.57,90172484,96393986,,8,26,T,4,4
product,90001838,-11,-1,-4,-1,1,4,-87367,-26118.11,90172484,96393987,,8,25,T,4,4
product,90001838,-11,0,-4,0,1,0,-87367,-19558.65,90172485,96393998,,8,24,T,4,5
product,90001838,-11,1,-4,0,1,1,-87367,-12999.19,90172485,96393999,,8,23,T,4,5
product,90001838,-11,2,-4,0,1,2,-87367,-6439.73,90172485,96394000,,8,22,T,4,5
product,90001838,-11,3,-4,0,1,3,-87367,119.73,90172485,96394001,,8,21,T,4,5
product,90001838,-11,4,-4,0,1,4,-87367,6679.19,90172485,96394002,,8,20,T,4,5
product,90001838,-11,5,-4,1,1,0,-87367,13238.65,90172486,96394013,,8,19,T,4,6
product,90001838,-11,6,-4,1,1,1,-87367,19798.11,90172486,96394014,,8,18,T,4,6
product,90001838,-11,7,-4,1,1,2,-87367,26357.57,90172486,96394015,,8,17,T,4,6
product,90001838,-11,8,-4,1,1,3,-87367,32917.03,90172486,96394016,,8,16,T,4,6
product,90001838,-11,9,-4,1,1,4,-87367,39476.49,90172486,96394017,,8,15,T,4,6
product,90001838,-11,10,-4,2,1,0,-87367,46035.95,90172487,96394028,,8,14,T,4,7
product,90001838,-11,11,-4,2,1,1,-87367,52595.41,90172487,96394029,,8,13,T,4,7
product,90001838,-11,12,-4,2,1,2,-87367,59154.87,90172487,96394030,,8,12,T,4,7
product,90001838,-11,13,-4,2,1,3,-87367,65714.33,90172487,96394031,,8,11,T,4,7
product,90001838,-11,14,-4,2,1,4,-87367,72273.79,90172487,96394032,,8,10,T,4,7
product,90001838,-11,15,-4,3,1,0,-87367,78833.25,90172488,96394043,,8,9,T,4,8
product,90001838,-11,16,-4,3,1,1,-87367,85392.71,90172488,96394044,,8,8,T,4,8
product,90001838,-11,17,-4,3,1,2,-87367,91952.17,90172488,96394045,,8,7,T,4,8
product,90001838,-11,18,-4,3,1,3,-87367,98511.63,90172488,96394046,,8,6,T,4,8
product,90001838,-11,19,-4,3,1,4,-87367,105071.09,90172488,96394047,,8,5,T,4,8
product,90001838,-11,20,-4,4,1,0,-87367,111630.55,90172489,96394058,,8,4,T,4,9
product,90001838,-11,21,-4,4,1,1,-87367,118190.01,90172489,96394059,,8,3,P,4,9
product,90001838,-11,22,-4,4,1,2,-87367,124749.47,90172489,96394060,,8,2,P,4,9
product,90001838,-11,23,-4,4,1,3,-87367,131308.93,90172489,96394061,,8,1,P,4,9
product,90001838,-11,24,-4,4,1,4,-87367,137868.39,90172489,96394062,,8,0,P,4,9
product,90001838,-10,-20,-4,-4,2,0,-80096.04,-150747.85,90172481,96393943,,9,44,P,4,1
product,90001838,-10,-19,-4,-4,2,1,-80096.04,-144188.39,90172481,96393944,,9,43,P,4,1
product,90001838,-10,-18,-4,-4,2,2,-80096.04,-137628.93,90172481,96393945,,9,42,P,4,1
product,90001838,-10,-17,-4,-4,2,3,-80096.04,-131069.47,90172481,96393946,,9,41,P,4,1
product,90001838,-10,-16,-4,-4,2,4,-80096.04,-124510.01,90172481,96393947,,9,40,P,4,1
product,90001838,-10,-15,-4,-3,2,0,-80096.04,-117950.55,90172482,96393958,,9,39,T,4,2
product,90001838,-10,-14,-4,-3,2,1,-80096.04,-111391.09,90172482,96393959,,9,38,T,4,2
product,90001838,-10,-13,-4,-3,2,2,-80096.04,-104831.63,90172482,96393960,,9,37,T,4,2
product,90001838,-10,-12,-4,-3,2,3,-80096.04,-98272.17,90172482,96393961,,9,36,T,4,2
product,90001838,-10,-11,-4,-3,2,4,-80096.04,-91712.71,90172482,96393962,,9,35,T,4,2
product,90001838,-10,-10,-4,-2,2,0,-80096.04,-85153.25,90172483,96393973,6,9,34,T,4,3
product,90001838,-10,-9,-4,-2,2,1,-80096.04,-78593.79,90172483,96393974,6,9,33,T,4,3
product,90001838,-10,-8,-4,-2,2,2,-80096.04,-72034.33,90172483,96393975,6,9,32,T,4,3
product,90001838,-10,-7,-4,-2,2,3,-80096.04,-65474.87,90172483,96393976,6,9,31,T,4,3
product,90001838,-10,-6,-4,-2,2,4,-80096.04,-58915.41,90172483,96393977,6,9,30,T,4,3
product,90001838,-10,-5,-4,-1,2,0,-80096.04,-52355.95,90172484,96393988,,9,29,T,4,4
product,90001838,-10,-4,-4,-1,2,1,-80096.04,-45796.49,90172484,96393989,,9,28,T,4,4
product,90001838,-10,-3,-4,-1,2,2,-80096.04,-39237.03,90172484,96393990,,9,27,T,4,4
product,90001838,-10,-2,-4,-1,2,3,-80096.04,-32677.57,90172484,96393991,,9,26,T,4,4
product,90001838,-10,-1,-4,-1,2,4,-80096.04,-26118.11,90172484,96393992,,9,25,T,4,4
product,90001838,-10,0,-4,0,2,0,-80096.04,-19558.65,90172485,96394003,,9,24,T,4,5
product,90001838,-10,1,-4,0,2,1,-80096.04,-12999.19,90172485,96394004,,9,23,T,4,5
product,90001838,-10,2,-4,0,2,2,-80096.04,-6439.73,90172485,96394005,,9,22,T,4,5
product,90001838,-10,3,-4,0,2,3,-80096.04,119.73,90172485,96394006,,9,21,T,4,5
product,90001838,-10,4,-4,0,2,4,-80096.04,6679.19,90172485,96394007,,9,20,T,4,5
product,90001838,-10,5,-4,1,2,0,-80096.04,13238.65,90172486,96394018,,9,19,T,4,6
product,90001838,-10,6,-4,1,2,1,-80096.04,19798.11,90172486,96394019,,9,18,T,4,6
product,90001838,-10,7,-4,1,2,2,-80096.04,26357.57,90172486,96394020,,9,17,T,4,6
product,90001838,-10,8,-4,1,2,3,-80096.04,32917.03,90172486,96394021,,9,16,T,4,6
product,90001838,-10,9,-4,1,2,4,-80096.04,39476.49,90172486,96394022,,9,15,T,4,6
product,90001838,-10,10,-4,2,2,0,-80096.04,46035.95,90172487,96394033,,9,14,T,4,7
product,90001838,-10,11,-4,2,2,1,-80096.04,52595.41,90172487,96394034,,9,13,T,4,7
product,90001838,-10,12,-4,2,2,2,-80096.04,59154.87,90172487,96394035,,9,12,T,4,7
product,90001838,-10,13,-4,2,2,3,-80096.04,65714.33,90172487,96394036,,9,11,T,4,7
product,90001838,-10,14,-4,2,2,4,-80096.04,72273.79,90172487,96394037,,9,10,T,4,7
product,90001838,-10,15,-4,3,2,0,-80096.04,78833.25,90172488,96394048,,9,9,T,4,8
product,90001838,-10,16,-4,3,2,1,-80096.04,85392.71,90172488,96394049,,9,8,T,4,8
product,90001838,-10,17,-4,3,2,2,-80096.04,91952.17,90172488,96394050,,9,7,T,4,8
product,90001838,-10,18,-4,3,2,3,-80096.04,98511.63,90172488,96394051,,9,6,T,4,8
product,90001838,-10,19,-4,3,2,4,-80096.04,105071.09,90172488,96394052,,9,5,T,4,8
product,90001838,-10,20,-4,4,2,0,-80096.04,111630.55,90172489,96394063,,9,4,T,4,9
product,90001838,-10,21,-4,4,2,1,-80096.04,118190.01,90172489,96394064,,9,3,P,4,9
product,90001838,-10,22,-4,4,2,2,-80096.04,124749.47,90172489,96394065,,9,2,P,4,9
product,90001838,-10,23,-4,4,2,3,-80096.04,131308.93,90172489,96394066,,9,1,P,4,9
product,90001838,-10,24,-4,4,2,4,-80096.04,137868.39,90172489,96394067,,9,0,P,4,9
product,90001838,-9,-20,-3,-4,0,0,-72825.08,-150747.85,90172490,96394068,,10,44,P,5,1
product,90001838,-9,-19,-3,-4,0,1,-72825.08,-144188.39,90172490,96394069,,10,43,P,5,1
product,90001838,-9,-18,-3,-4,0,2,-72825.08,-137628.93,90172490,96394070,,10,42,P,5,1
product,90001838,-9,-17,-3,-4,0,3,-72825.08,-131069.47,90172490,96394071,,10,41,P,5,1
product,90001838,-9,-16,-3,-4,0,4,-72825.08,-124510.01,90172490,96394072,,10,40,T,5,1
product,90001838,-9,-15,-3,-3,0,0,-72825.08,-117950.55,90172491,96394083,,10,39,T,5,2
product,90001838,-9,-14,-3,-3,0,1,-72825.08,-111391.09,90172491,96394084,,10,38,T,5,2
product,90001838,-9,-13,-3,-3,0,2,-72825.08,-104831.63,90172491,96394085,,10,37,T,5,2
product,90001838,-9,-12,-3,-3,0,3,-72825.08,-98272.17,90172491,96394086,,10,36,T,5,2
product,90001838,-9,-11,-3,-3,0,4,-72825.08,-91712.71,90172491,96394087,,10,35,T,5,2
product,90001838,-9,-10,-3,-2,0,0,-72825.08,-85153.25,90172492,96394098,,10,34,T,5,3
product,90001838,-9,-9,-3,-2,0,1,-72825.08,-78593.79,90172492,96394099,,10,33,T,5,3
product,90001838,-9,-8,-3,-2,0,2,-72825.08,-72034.33,90172492,96394100,,10,32,T,5,3
product,90001838,-9,-7,-3,-2,0,3,-72825.08,-65474.87,90172492,96394101,,10,31,T,5,3
product,90001838,-9,-6,-3,-2,0,4,-72825.08,-58915.41,90172492,96394102,,10,30,T,5,3
product,90001838,-9,-5,-3,-1,0,0,-72825.08,-52355.95,90172493,96394113,,10,29,T,5,4
product,90001838,-9,-4,-3,-1,0,1,-72825.08,-45796.49,90172493,96394114,,10,28,T,5,4
product,90001838,-9,-3,-3,-1,0,2,-72825.08,-39237.03,90172493,96394115,,10,27,T,5,4
product,90001838,-9,-2,-3,-1,0,3,-72825.08,-32677.57,90172493,96394116,,10,26,T,5,4
product,90001838,-9,-1,-3,-1,0,4,-72825.08,-26118.11,90172493,96394117,,10,25,T,5,4
product,90001838,-9,0,-3,0,0,0,-72825.08,-19558.65,90172494,96394128,,10,24,T,5,5
product,90001838,-9,1,-3,0,0,1,-72825.08,-12999.19,90172494,96394129,,10,23,T,5,5
product,90001838,-9,2,-3,0,0,2,-72825.08,-6439.73,90172494,96394130,,10,22,T,5,5
product,90001838,-9,3,-3,0,0,3,-72825.08,119.73,90172494,96394131,,10,21,T,5,5
product,90001838,-9,4,-3,0,0,4,-72825.08,6679.19,90172494,96394132,,10,20,T,5,5
product,90001838,-9,5,-3,1,0,0,-72825.08,13238.65,90172495,96394143,,10,19,T,5,6
product,90001838,-9,6,-3,1,0,1,-72825.08,19798.11,90172495,96394144,,10,18,T,5,6
product,90001838,-9,7,-3,1,0,2,-72825.08,26357.57,90172495,96394145,,10,17,T,5,6
product,90001838,-9,8,-3,1,0,3,-72825.08,32917.03,90172495,96394146,,10,16,T,5,6
product,90001838,-9,9,-3,1,0,4,-72825.08,39476.49,90172495,96394147,,10,15,T,5,6
product,90001838,-9,10,-3,2,0,0,-72825.08,46035.95,90172496,96394158,,10,14,T,5,7
product,90001838,-9,11,-3,2,0,1,-72825.08,52595.41,90172496,96394159,,10,13,T,5,7
product,90001838,-9,12,-3,2,0,2,-72825.08,59154.87,90172496,96394160,,10,12,T,5,7
product,90001838,-9,13,-3,2,0,3,-72825.08,65714.33,90172496,96394161,,10,11,T,5,7
product,90001838,-9,14,-3,2,0,4,-72825.08,72273.79,90172496,96394162,,10,10,T,5,7
product,90001838,-9,15,-3,3,0,0,-72825.08,78833.25,90172497,96394173,7,10,9,T,5,8
product,90001838,-9,16,-3,3,0,1,-72825.08,85392.71,90172497,96394174,7,10,8,T,5,8
product,90001838,-9,17,-3,3,0,2,-72825.08,91952.17,90172497,96394175,7,10,7,T,5,8
product,90001838,-9,18,-3,3,0,3,-72825.08,98511.63,90172497,96394176,7,10,6,T,5,8
product,90001838,-9,19,-3,3,0,4,-72825.08,105071.09,90172497,96394177,7,10,5,T,5,8
product,90001838,-9,20,-3,4,0,0,-72825.08,111630.55,90172498,96394188,,10,4,T,5,9
product,90001838,-9,21,-3,4,0,1,-72825.08,118190.01,90172498,96394189,,10,3,T,5,9
product,90001838,-9,22,-3,4,0,2,-72825.08,124749.47,90172498,96394190,,10,2,P,5,9
product,90001838,-9,23,-3,4,0,3,-72825.08,131308.93,90172498,96394191,,10,1,P,5,9
product,90001838,-9,24,-3,4,0,4,-72825.08,137868.39,90172498,96394192,,10,0,P,5,9
product,90001838,-8,-20,-3,-4,1,0,-65554.12,-150747.85,90172490,96394073,,11,44,P,5,1
product,90001838,-8,-19,-3,-4,1,1,-65554.12,-144188.39,90172490,96394074,,11,43,P,5,1
product,90001838,-8,-18,-3,-4,1,2,-65554.12,-137628.93,90172490,96394075,,11,42,P,5,1
product,90001838,-8,-17,-3,-4,1,3,-65554.12,-131069.47,90172490,96394076,,11,41,T,5,1
product,90001838,-8,-16,-3,-4,1,4,-65554.12,-124510.01,90172490,96394077,,11,40,T,5,1
product,90001838,-8,-15,-3,-3,1,0,-65554.12,-117950.55,90172491,96394088,,11,39,T,5,2
product,90001838,-8,-14,-3,-3,1,1,-65554.12,-111391.09,90172491,96394089,,11,38,T,5,2
product,90001838,-8,-13,-3,-3,1,2,-65554.12,-104831.63,90172491,96394090,,11,37,T,5,2
product,90001838,-8,-12,-3,-3,1,3,-65554.12,-98272.17,90172491,96394091,,11,36,T,5,2
product,90001838,-8,-11,-3,-3,1,4,-65554.12,-91712.71,90172491,96394092,,11,35,T,5,2
product,90001838,-8,-10,-3,-2,1,0,-65554.12,-85153.25,90172492,96394103,,11,34,T,5,3
product,90001838,-8,-9,-3,-2,1,1,-65554.12,-78593.79,90172492,96394104,,11,33,T,5,3
product,90001838,-8,-8,-3,-2,1,2,-65554.12,-72034.33,90172492,96394105,,11,32,T,5,3
product,90001838,-8,-7,-3,-2,1,3,-65554.12,-65474.87,90172492,96394106,,11,31,T,5,3
product,90001838,-8,-6,-3,-2,1,4,-65554.12,-58915.41,90172492,96394107,,11,30,T,5,3
product,90001838,-8,-5,-3,-1,1,0,-65554.12,-52355.95,90172493,96394118,,11,29,T,5,4
product,90001838,-8,-4,-3,-1,1,1,-65554.12,-45796.49,90172493,96394119,,11,28,T,5,4
product,90001838,-8,-3,-3,-1,1,2,-65554.12,-39237.03,90172493,96394120,,11,27,T,5,4
product,90001838,-8,-2,-3,-1,1,3,-65554.12,-32677.57,90172493,96394121,,11,26,T,5,4
product,90001838,-8,-1,-3,-1,1,4,-65554.12,-26118.11,90172493,96394122,,11,25,T,5,4
product,90001838,-8,0,-3,0,1,0,-65554.12,-19558.65,90172494,96394133,,11,24,T,5,5
product,90001838,-8,1,-3,0,1,1,-65554.12,-12999.19,90172494,96394134,,11,23,T,5,5
product,90001838,-8,2,-3,0,1,2,-65554.12,-6439.73,90172494,96394135,,11,22,T,5,5
product,90001838,-8,3,-3,0,1,3,-65554.12,119.73,90172494,96394136,,11,21,T,5,5
product,90001838,-8,4,-3,0,1,4,-65554.12,6679.19,90172494,96394137,,11,20,T,5,5
product,90001838,-8,5,-3,1,1,0,-65554.12,13238.65,90172495,96394148,,11,19,T,5,6
product,90001838,-8,6,-3,1,1,1,-65554.12,19798.11,90172495,96394149,,11,18,T,5,6
product,90001838,-8,7,-3,1,1,2,-65554.12,26357.57,90172495,96394150,,11,17,T,5,6
product,90001838,-8,8,-3,1,1,3,-65554.12,32917.03,90172495,96394151,,11,16,T,5,6
product,90001838,-8,9,-3,1,1,4,-65554.12,39476.49,90172495,96394152,,11,15,T,5,6
product,90001838,-8,10,-3,2,1,0,-65554.12,46035.95,90172496,96394163,,11,14,T,5,7
product,90001838,-8,11,-3,2,1,1,-65554.12,52595.41,90172496,96394164,,11,13,T,5,7
product,90001838,-8,12,-3,2,1,2,-65554.12,59154.87,90172496,96394165,,11,12,T,5,7
product,90001838,-8,13,-3,2,1,3,-65554.12,65714.33,90172496,96394166,,11,11,T,5,7
product,90001838,-8,14,-3,2,1,4,-65554.12,72273.79,90172496,96394167,,11,10,T,5,7
product,90001838,-8,15,-3,3,1,0,-65554.12,78833.25,90172497,96394178,7,11,9,T,5,8
product,90001838,-8,16,-3,3,1,1,-65554.12,85392.71,90172497,96394179,7,11,8,T,5,8
product,90001838,-8,17,-3,3,1,2,-65554.12,91952.17,90172497,96394180,7,11,7,T,5,8
product,90001838,-8,18,-3,3,1,3,-65554.12,98511.63,90172497,96394181,7,11,6,T,5,8
