wafer_layout,component_sk,ucs_die_x,ucs_die_y,ucs_flash_x,ucs_flash_y,ucs_die_in_flash_x,ucs_die_in_flash_y,ucs_die_origin_x,ucs_die_origin_y,ucs_flash_wafer_layout_sk,ucs_die_wafer_layout_sk,metrology17_site,sort_die_x,sort_die_y,sort_test_flag,wet_flash_x,wet_flash_y
product,90001838,-8,19,-3,3,1,4,-65554.12,105071.09,90172497,96394182,7,11,5,T,5,8
product,90001838,-8,20,-3,4,1,0,-65554.12,111630.55,90172498,96394193,,11,4,T,5,9
product,90001838,-8,21,-3,4,1,1,-65554.12,118190.01,90172498,96394194,,11,3,T,5,9
product,90001838,-8,22,-3,4,1,2,-65554.12,124749.47,90172498,96394195,,11,2,T,5,9
product,90001838,-8,23,-3,4,1,3,-65554.12,131308.93,90172498,96394196,,11,1,P,5,9
product,90001838,-8,24,-3,4,1,4,-65554.12,137868.39,90172498,96394197,,11,0,P,5,9
product,90001838,-7,-20,-3,-4,2,0,-58283.16,-150747.85,90172490,96394078,,12,44,P,5,1
product,90001838,-7,-19,-3,-4,2,1,-58283.16,-144188.39,90172490,96394079,,12,43,P,5,1
product,90001838,-7,-18,-3,-4,2,2,-58283.16,-137628.93,90172490,96394080,,12,42,P,5,1
product,90001838,-7,-17,-3,-4,2,3,-58283.16,-131069.47,90172490,96394081,,12,41,T,5,1
product,90001838,-7,-16,-3,-4,2,4,-58283.16,-124510.01,90172490,96394082,,12,40,T,5,1
product,90001838,-7,-15,-3,-3,2,0,-58283.16,-117950.55,90172491,96394093,,12,39,T,5,2
product,90001838,-7,-14,-3,-3,2,1,-58283.16,-111391.09,90172491,96394094,,12,38,T,5,2
product,90001838,-7,-13,-3,-3,2,2,-58283.16,-104831.63,90172491,96394095,,12,37,T,5,2
product,90001838,-7,-12,-3,-3,2,3,-58283.16,-98272.17,90172491,96394096,,12,36,T,5,2
product,90001838,-7,-11,-3,-3,2,4,-58283.16,-91712.71,90172491,96394097,,12,35,T,5,2
product,90001838,-7,-10,-3,-2,2,0,-58283.16,-85153.25,90172492,96394108,,12,34,T,5,3
product,90001838,-7,-9,-3,-2,2,1,-58283.16,-78593.79,90172492,96394109,,12,33,T,5,3
product,90001838,-7,-8,-3,-2,2,2,-58283.16,-72034.33,90172492,96394110,,12,32,T,5,3
product,90001838,-7,-7,-3,-2,2,3,-58283.16,-65474.87,90172492,96394111,,12,31,T,5,3
product,90001838,-7,-6,-3,-2,2,4,-58283.16,-58915.41,90172492,96394112,,12,30,T,5,3
product,90001838,-7,-5,-3,-1,2,0,-58283.16,-52355.95,90172493,96394123,,12,29,T,5,4
product,90001838,-7,-4,-3,-1,2,1,-58283.16,-45796.49,90172493,96394124,,12,28,T,5,4
product,90001838,-7,-3,-3,-1,2,2,-58283.16,-39237.03,90172493,96394125,,12,27,T,5,4
product,90001838,-7,-2,-3,-1,2,3,-58283.16,-32677.57,90172493,96394126,,12,26,T,5,4
product,90001838,-7,-1,-3,-1,2,4,-58283.16,-26118.11,90172493,96394127,,12,25,T,5,4
product,90001838,-7,0,-3,0,2,0,-58283.16,-19558.65,90172494,96394138,,12,24,T,5,5
product,90001838,-7,1,-3,0,2,1,-58283.16,-12999.19,90172494,96394139,,12,23,T,5,5
product,90001838,-7,2,-3,0,2,2,-58283.16,-6439.73,90172494,96394140,,12,22,T,5,5
product,90001838,-7,3,-3,0,2,3,-58283.16,119.73,90172494,96394141,,12,21,T,5,5
product,90001838,-7,4,-3,0,2,4,-58283.16,6679.19,90172494,96394142,,12,20,T,5,5
product,90001838,-7,5,-3,1,2,0,-58283.16,13238.65,90172495,96394153,,12,19,T,5,6
product,90001838,-7,6,-3,1,2,1,-58283.16,19798.11,90172495,96394154,,12,18,T,5,6
product,90001838,-7,7,-3,1,2,2,-58283.16,26357.57,90172495,96394155,,12,17,T,5,6
product,90001838,-7,8,-3,1,2,3,-58283.16,32917.03,90172495,96394156,,12,16,T,5,6
product,90001838,-7,9,-3,1,2,4,-58283.16,39476.49,90172495,96394157,,12,15,T,5,6
product,90001838,-7,10,-3,2,2,0,-58283.16,46035.95,90172496,96394168,,12,14,T,5,7
product,90001838,-7,11,-3,2,2,1,-58283.16,52595.41,90172496,96394169,,12,13,T,5,7
product,90001838,-7,12,-3,2,2,2,-58283.16,59154.87,90172496,96394170,,12,12,T,5,7
product,90001838,-7,13,-3,2,2,3,-58283.16,65714.33,90172496,96394171,,12,11,T,5,7
product,90001838,-7,14,-3,2,2,4,-58283.16,72273.79,90172496,96394172,,12,10,T,5,7
product,90001838,-7,15,-3,3,2,0,-58283.16,78833.25,90172497,96394183,7,12,9,T,5,8
product,90001838,-7,16,-3,3,2,1,-58283.16,85392.71,90172497,96394184,7,12,8,T,5,8
product,90001838,-7,17,-3,3,2,2,-58283.16,91952.17,90172497,96394185,7,12,7,T,5,8
product,90001838,-7,18,-3,3,2,3,-58283.16,98511.63,90172497,96394186,7,12,6,T,5,8
product,90001838,-7,19,-3,3,2,4,-58283.16,105071.09,90172497,96394187,7,12,5,T,5,8
product,90001838,-7,20,-3,4,2,0,-58283.16,111630.55,90172498,96394198,,12,4,T,5,9
product,90001838,-7,21,-3,4,2,1,-58283.16,118190.01,90172498,96394199,,12,3,T,5,9
product,90001838,-7,22,-3,4,2,2,-58283.16,124749.47,90172498,96394200,,12,2,T,5,9
product,90001838,-7,23,-3,4,2,3,-58283.16,131308.93,90172498,96394201,,12,1,P,5,9
product,90001838,-7,24,-3,4,2,4,-58283.16,137868.39,90172498,96394202,,12,0,P,5,9
product,90001838,-6,-20,-2,-4,0,0,-51012.2,-150747.85,90172499,96394203,,13,44,P,6,1
product,90001838,-6,-19,-2,-4,0,1,-51012.2,-144188.39,90172499,96394204,,13,43,P,6,1
product,90001838,-6,-18,-2,-4,0,2,-51012.2,-137628.93,90172499,96394205,,13,42,T,6,1
product,90001838,-6,-17,-2,-4,0,3,-51012.2,-131069.47,90172499,96394206,,13,41,T,6,1
product,90001838,-6,-16,-2,-4,0,4,-51012.2,-124510.01,90172499,96394207,,13,40,T,6,1
product,90001838,-6,-15,-2,-3,0,0,-51012.2,-117950.55,90172500,96394218,,13,39,T,6,2
product,90001838,-6,-14,-2,-3,0,1,-51012.2,-111391.09,90172500,96394219,,13,38,T,6,2
product,90001838,-6,-13,-2,-3,0,2,-51012.2,-104831.63,90172500,96394220,,13,37,T,6,2
product,90001838,-6,-12,-2,-3,0,3,-51012.2,-98272.17,90172500,96394221,,13,36,T,6,2
product,90001838,-6,-11,-2,-3,0,4,-51012.2,-91712.71,90172500,96394222,,13,35,T,6,2
product,90001838,-6,-10,-2,-2,0,0,-51012.2,-85153.25,90172501,96394233,,13,34,T,6,3
product,90001838,-6,-9,-2,-2,0,1,-51012.2,-78593.79,90172501,96394234,,13,33,T,6,3
product,90001838,-6,-8,-2,-2,0,2,-51012.2,-72034.33,90172501,96394235,,13,32,T,6,3
product,90001838,-6,-7,-2,-2,0,3,-51012.2,-65474.87,90172501,96394236,,13,31,T,6,3
product,90001838,-6,-6,-2,-2,0,4,-51012.2,-58915.41,90172501,96394237,,13,30,T,6,3
product,90001838,-6,-5,-2,-1,0,0,-51012.2,-52355.95,90172502,96394248,,13,29,T,6,4
product,90001838,-6,-4,-2,-1,0,1,-51012.2,-45796.49,90172502,96394249,,13,28,T,6,4
product,90001838,-6,-3,-2,-1,0,2,-51012.2,-39237.03,90172502,96394250,,13,27,T,6,4
product,90001838,-6,-2,-2,-1,0,3,-51012.2,-32677.57,90172502,96394251,,13,26,T,6,4
product,90001838,-6,-1,-2,-1,0,4,-51012.2,-26118.11,90172502,96394252,,13,25,T,6,4
product,90001838,-6,0,-2,0,0,0,-51012.2,-19558.65,90172503,96394263,,13,24,T,6,5
product,90001838,-6,1,-2,0,0,1,-51012.2,-12999.19,90172503,96394264,,13,23,T,6,5
product,90001838,-6,2,-2,0,0,2,-51012.2,-6439.73,90172503,96394265,,13,22,T,6,5
product,90001838,-6,3,-2,0,0,3,-51012.2,119.73,90172503,96394266,,13,21,T,6,5
product,90001838,-6,4,-2,0,0,4,-51012.2,6679.19,90172503,96394267,,13,20,T,6,5
product,90001838,-6,5,-2,1,0,0,-51012.2,13238.65,90172504,96394278,1,13,19,T,6,6
product,90001838,-6,6,-2,1,0,1,-51012.2,19798.11,90172504,96394279,1,13,18,T,6,6
product,90001838,-6,7,-2,1,0,2,-51012.2,26357.57,90172504,96394280,1,13,17,T,6,6
product,90001838,-6,8,-2,1,0,3,-51012.2,32917.03,90172504,96394281,1,13,16,T,6,6
product,90001838,-6,9,-2,1,0,4,-51012.2,39476.49,90172504,96394282,1,13,15,T,6,6
product,90001838,-6,10,-2,2,0,0,-51012.2,46035.95,90172505,96394293,,13,14,T,6,7
product,90001838,-6,11,-2,2,0,1,-51012.2,52595.41,90172505,96394294,,13,13,T,6,7
product,90001838,-6,12,-2,2,0,2,-51012.2,59154.87,90172505,96394295,,13,12,T,6,7
product,90001838,-6,13,-2,2,0,3,-51012.2,65714.33,90172505,96394296,,13,11,T,6,7
product,90001838,-6,14,-2,2,0,4,-51012.2,72273.79,90172505,96394297,,13,10,T,6,7
product,90001838,-6,15,-2,3,0,0,-51012.2,78833.25,90172506,96394308,,13,9,T,6,8
product,90001838,-6,16,-2,3,0,1,-51012.2,85392.71,90172506,96394309,,13,8,T,6,8
product,90001838,-6,17,-2,3,0,2,-51012.2,91952.17,90172506,96394310,,13,7,T,6,8
product,90001838,-6,18,-2,3,0,3,-51012.2,98511.63,90172506,96394311,,13,6,T,6,8
product,90001838,-6,19,-2,3,0,4,-51012.2,105071.09,90172506,96394312,,13,5,T,6,8
product,90001838,-6,20,-2,4,0,0,-51012.2,111630.55,90172507,96394323,16,13,4,T,6,9
product,90001838,-6,21,-2,4,0,1,-51012.2,118190.01,90172507,96394324,16,13,3,T,6,9
product,90001838,-6,22,-2,4,0,2,-51012.2,124749.47,90172507,96394325,16,13,2,T,6,9
product,90001838,-6,23,-2,4,0,3,-51012.2,131308.93,90172507,96394326,16,13,1,T,6,9
product,90001838,-6,24,-2,4,0,4,-51012.2,137868.39,90172507,96394327,16,13,0,P,6,9
product,90001838,-6,25,-2,5,0,0,-51012.2,144427.85,90172508,96394338,,,,,6,10
product,90001838,-6,26,-2,5,0,1,-51012.2,150987.31,90172508,96394339,,,,,6,10
product,90001838,-6,27,-2,5,0,2,-51012.2,157546.77,90172508,96394340,,,,,6,10
product,90001838,-6,28,-2,5,0,3,-51012.2,164106.23,90172508,96394341,,,,,6,10
product,90001838,-6,29,-2,5,0,4,-51012.2,170665.69,90172508,96394342,,,,,6,10
product,90001838,-5,-20,-2,-4,1,0,-43741.24,-150747.85,90172499,96394208,,14,44,P,6,1
product,90001838,-5,-19,-2,-4,1,1,-43741.24,-144188.39,90172499,96394209,,14,43,P,6,1
product,90001838,-5,-18,-2,-4,1,2,-43741.24,-137628.93,90172499,96394210,,14,42,T,6,1
product,90001838,-5,-17,-2,-4,1,3,-43741.24,-131069.47,90172499,96394211,,14,41,T,6,1
product,90001838,-5,-16,-2,-4,1,4,-43741.24,-124510.01,90172499,96394212,,14,40,T,6,1
product,90001838,-5,-15,-2,-3,1,0,-43741.24,-117950.55,90172500,96394223,,14,39,T,6,2
product,90001838,-5,-14,-2,-3,1,1,-43741.24,-111391.09,90172500,96394224,,14,38,T,6,2
product,90001838,-5,-13,-2,-3,1,2,-43741.24,-104831.63,90172500,96394225,,14,37,T,6,2
product,90001838,-5,-12,-2,-3,1,3,-43741.24,-98272.17,90172500,96394226,,14,36,T,6,2
product,90001838,-5,-11,-2,-3,1,4,-43741.24,-91712.71,90172500,96394227,,14,35,T,6,2
product,90001838,-5,-10,-2,-2,1,0,-43741.24,-85153.25,90172501,96394238,,14,34,T,6,3
product,90001838,-5,-9,-2,-2,1,1,-43741.24,-78593.79,90172501,96394239,,14,33,T,6,3
product,90001838,-5,-8,-2,-2,1,2,-43741.24,-72034.33,90172501,96394240,,14,32,T,6,3
product,90001838,-5,-7,-2,-2,1,3,-43741.24,-65474.87,90172501,96394241,,14,31,T,6,3
product,90001838,-5,-6,-2,-2,1,4,-43741.24,-58915.41,90172501,96394242,,14,30,T,6,3
product,90001838,-5,-5,-2,-1,1,0,-43741.24,-52355.95,90172502,96394253,,14,29,T,6,4
product,90001838,-5,-4,-2,-1,1,1,-43741.24,-45796.49,90172502,96394254,,14,28,T,6,4
product,90001838,-5,-3,-2,-1,1,2,-43741.24,-39237.03,90172502,96394255,,14,27,T,6,4
product,90001838,-5,-2,-2,-1,1,3,-43741.24,-32677.57,90172502,96394256,,14,26,T,6,4
product,90001838,-5,-1,-2,-1,1,4,-43741.24,-26118.11,90172502,96394257,,14,25,T,6,4
product,90001838,-5,0,-2,0,1,0,-43741.24,-19558.65,90172503,96394268,,14,24,T,6,5
product,90001838,-5,1,-2,0,1,1,-43741.24,-12999.19,90172503,96394269,,14,23,T,6,5
product,90001838,-5,2,-2,0,1,2,-43741.24,-6439.73,90172503,96394270,,14,22,T,6,5
product,90001838,-5,3,-2,0,1,3,-43741.24,119.73,90172503,96394271,,14,21,T,6,5
product,90001838,-5,4,-2,0,1,4,-43741.24,6679.19,90172503,96394272,,14,20,T,6,5
product,90001838,-5,5,-2,1,1,0,-43741.24,13238.65,90172504,96394283,1,14,19,T,6,6
product,90001838,-5,6,-2,1,1,1,-43741.24,19798.11,90172504,96394284,1,14,18,T,6,6
product,90001838,-5,7,-2,1,1,2,-43741.24,26357.57,90172504,96394285,1,14,17,T,6,6
product,90001838,-5,8,-2,1,1,3,-43741.24,32917.03,90172504,96394286,1,14,16,T,6,6
product,90001838,-5,9,-2,1,1,4,-43741.24,39476.49,90172504,96394287,1,14,15,T,6,6
product,90001838,-5,10,-2,2,1,0,-43741.24,46035.95,90172505,96394298,,14,14,T,6,7
product,90001838,-5,11,-2,2,1,1,-43741.24,52595.41,90172505,96394299,,14,13,T,6,7
product,90001838,-5,12,-2,2,1,2,-43741.24,59154.87,90172505,96394300,,14,12,T,6,7
product,90001838,-5,13,-2,2,1,3,-43741.24,65714.33,90172505,96394301,,14,11,T,6,7
product,90001838,-5,14,-2,2,1,4,-43741.24,72273.79,90172505,96394302,,14,10,T,6,7
product,90001838,-5,15,-2,3,1,0,-43741.24,78833.25,90172506,96394313,,14,9,T,6,8
product,90001838,-5,16,-2,3,1,1,-43741.24,85392.71,90172506,96394314,,14,8,T,6,8
product,90001838,-5,17,-2,3,1,2,-43741.24,91952.17,90172506,96394315,,14,7,T,6,8
product,90001838,-5,18,-2,3,1,3,-43741.24,98511.63,90172506,96394316,,14,6,T,6,8
product,90001838,-5,19,-2,3,1,4,-43741.24,105071.09,90172506,96394317,,14,5,T,6,8
product,90001838,-5,20,-2,4,1,0,-43741.24,111630.55,90172507,96394328,16,14,4,T,6,9
product,90001838,-5,21,-2,4,1,1,-43741.24,118190.01,90172507,96394329,16,14,3,T,6,9
product,90001838,-5,22,-2,4,1,2,-43741.24,124749.47,90172507,96394330,16,14,2,T,6,9
product,90001838,-5,23,-2,4,1,3,-43741.24,131308.93,90172507,96394331,16,14,1,T,6,9
product,90001838,-5,24,-2,4,1,4,-43741.24,137868.39,90172507,96394332,16,14,0,P,6,9
product,90001838,-5,25,-2,5,1,0,-43741.24,144427.85,90172508,96394343,,,,,6,10
product,90001838,-5,26,-2,5,1,1,-43741.24,150987.31,90172508,96394344,,,,,6,10
product,90001838,-5,27,-2,5,1,2,-43741.24,157546.77,90172508,96394345,,,,,6,10
product,90001838,-5,28,-2,5,1,3,-43741.24,164106.23,90172508,96394346,,,,,6,10
product,90001838,-5,29,-2,5,1,4,-43741.24,170665.69,90172508,96394347,,,,,6,10
product,90001838,-4,-20,-2,-4,2,0,-36470.28,-150747.85,90172499,96394213,,15,44,P,6,1
product,90001838,-4,-19,-2,-4,2,1,-36470.28,-144188.39,90172499,96394214,,15,43,P,6,1
product,90001838,-4,-18,-2,-4,2,2,-36470.28,-137628.93,90172499,96394215,,15,42,T,6,1
product,90001838,-4,-17,-2,-4,2,3,-36470.28,-131069.47,90172499,96394216,,15,41,T,6,1
product,90001838,-4,-16,-2,-4,2,4,-36470.28,-124510.01,90172499,96394217,,15,40,T,6,1
product,90001838,-4,-15,-2,-3,2,0,-36470.28,-117950.55,90172500,96394228,,15,39,T,6,2
product,90001838,-4,-14,-2,-3,2,1,-36470.28,-111391.09,90172500,96394229,,15,38,T,6,2
product,90001838,-4,-13,-2,-3,2,2,-36470.28,-104831.63,90172500,96394230,,15,37,T,6,2
product,90001838,-4,-12,-2,-3,2,3,-36470.28,-98272.17,90172500,96394231,,15,36,T,6,2
product,90001838,-4,-11,-2,-3,2,4,-36470.28,-91712.71,90172500,96394232,,15,35,T,6,2
product,90001838,-4,-10,-2,-2,2,0,-36470.28,-85153.25,90172501,96394243,,15,34,T,6,3
product,90001838,-4,-9,-2,-2,2,1,-36470.28,-78593.79,90172501,96394244,,15,33,T,6,3
product,90001838,-4,-8,-2,-2,2,2,-36470.28,-72034.33,90172501,96394245,,15,32,T,6,3
product,90001838,-4,-7,-2,-2,2,3,-36470.28,-65474.87,90172501,96394246,,15,31,T,6,3
product,90001838,-4,-6,-2,-2,2,4,-36470.28,-58915.41,90172501,96394247,,15,30,T,6,3
product,90001838,-4,-5,-2,-1,2,0,-36470.28,-52355.95,90172502,96394258,,15,29,T,6,4
product,90001838,-4,-4,-2,-1,2,1,-36470.28,-45796.49,90172502,96394259,,15,28,T,6,4
product,90001838,-4,-3,-2,-1,2,2,-36470.28,-39237.03,90172502,96394260,,15,27,T,6,4
product,90001838,-4,-2,-2,-1,2,3,-36470.28,-32677.57,90172502,96394261,,15,26,T,6,4
product,90001838,-4,-1,-2,-1,2,4,-36470.28,-26118.11,90172502,96394262,,15,25,T,6,4
product,90001838,-4,0,-2,0,2,0,-36470.28,-19558.65,90172503,96394273,,15,24,T,6,5
product,90001838,-4,1,-2,0,2,1,-36470.28,-12999.19,90172503,96394274,,15,23,T,6,5
product,90001838,-4,2,-2,0,2,2,-36470.28,-6439.73,90172503,96394275,,15,22,T,6,5
product,90001838,-4,3,-2,0,2,3,-36470.28,119.73,90172503,96394276,,15,21,T,6,5
product,90001838,-4,4,-2,0,2,4,-36470.28,6679.19,90172503,96394277,,15,20,T,6,5
product,90001838,-4,5,-2,1,2,0,-36470.28,13238.65,90172504,96394288,1,15,19,T,6,6
product,90001838,-4,6,-2,1,2,1,-36470.28,19798.11,90172504,96394289,1,15,18,T,6,6
product,90001838,-4,7,-2,1,2,2,-36470.28,26357.57,90172504,96394290,1,15,17,T,6,6
product,90001838,-4,8,-2,1,2,3,-36470.28,32917.03,90172504,96394291,1,15,16,T,6,6
product,90001838,-4,9,-2,1,2,4,-36470.28,39476.49,90172504,96394292,1,15,15,T,6,6
product,90001838,-4,10,-2,2,2,0,-36470.28,46035.95,90172505,96394303,,15,14,T,6,7
product,90001838,-4,11,-2,2,2,1,-36470.28,52595.41,90172505,96394304,,15,13,T,6,7
product,90001838,-4,12,-2,2,2,2,-36470.28,59154.87,90172505,96394305,,15,12,T,6,7
product,90001838,-4,13,-2,2,2,3,-36470.28,65714.33,90172505,96394306,,15,11,T,6,7
product,90001838,-4,14,-2,2,2,4,-36470.28,72273.79,90172505,96394307,,15,10,T,6,7
product,90001838,-4,15,-2,3,2,0,-36470.28,78833.25,90172506,96394318,,15,9,T,6,8
product,90001838,-4,16,-2,3,2,1,-36470.28,85392.71,90172506,96394319,,15,8,T,6,8
product,90001838,-4,17,-2,3,2,2,-36470.28,91952.17,90172506,96394320,,15,7,T,6,8
product,90001838,-4,18,-2,3,2,3,-36470.28,98511.63,90172506,96394321,,15,6,T,6,8
product,90001838,-4,19,-2,3,2,4,-36470.28,105071.09,90172506,96394322,,15,5,T,6,8
product,90001838,-4,20,-2,4,2,0,-36470.28,111630.55,90172507,96394333,16,15,4,T,6,9
product,90001838,-4,21,-2,4,2,1,-36470.28,118190.01,90172507,96394334,16,15,3,T,6,9
product,90001838,-4,22,-2,4,2,2,-36470.28,124749.47,90172507,96394335,16,15,2,T,6,9
product,90001838,-4,23,-2,4,2,3,-36470.28,131308.93,90172507,96394336,16,15,1,T,6,9
product,90001838,-4,24,-2,4,2,4,-36470.28,137868.39,90172507,96394337,16,15,0,P,6,9
product,90001838,-4,25,-2,5,2,0,-36470.28,144427.85,90172508,96394348,,,,,6,10
product,90001838,-4,26,-2,5,2,1,-36470.28,150987.31,90172508,96394349,,,,,6,10
product,90001838,-4,27,-2,5,2,2,-36470.28,157546.77,90172508,96394350,,,,,6,10
product,90001838,-4,28,-2,5,2,3,-36470.28,164106.23,90172508,96394351,,,,,6,10
product,90001838,-4,29,-2,5,2,4,-36470.28,170665.69,90172508,96394352,,,,,6,10
product,90001838,-3,-20,-1,-4,0,0,-29199.32,-150747.85,90172509,96394353,15,16,44,P,7,1
product,90001838,-3,-19,-1,-4,0,1,-29199.32,-144188.39,90172509,96394354,15,16,43,P,7,1
product,90001838,-3,-18,-1,-4,0,2,-29199.32,-137628.93,90172509,96394355,15,16,42,T,7,1
product,90001838,-3,-17,-1,-4,0,3,-29199.32,-131069.47,90172509,96394356,15,16,41,T,7,1
product,90001838,-3,-16,-1,-4,0,4,-29199.32,-124510.01,90172509,96394357,15,16,40,T,7,1
product,90001838,-3,-15,-1,-3,0,0,-29199.32,-117950.55,90172510,96394368,10,16,39,T,7,2
product,90001838,-3,-14,-1,-3,0,1,-29199.32,-111391.09,90172510,96394369,10,16,38,T,7,2
product,90001838,-3,-13,-1,-3,0,2,-29199.32,-104831.63,90172510,96394370,10,16,37,T,7,2
product,90001838,-3,-12,-1,-3,0,3,-29199.32,-98272.17,90172510,96394371,10,16,36,T,7,2
product,90001838,-3,-11,-1,-3,0,4,-29199.32,-91712.71,90172510,96394372,10,16,35,T,7,2
product,90001838,-3,-10,-1,-2,0,0,-29199.32,-85153.25,90172511,96394383,,16,34,T,7,3
product,90001838,-3,-9,-1,-2,0,1,-29199.32,-78593.79,90172511,96394384,,16,33,T,7,3
product,90001838,-3,-8,-1,-2,0,2,-29199.32,-72034.33,90172511,96394385,,16,32,T,7,3
product,90001838,-3,-7,-1,-2,0,3,-29199.32,-65474.87,90172511,96394386,,16,31,T,7,3
product,90001838,-3,-6,-1,-2,0,4,-29199.32,-58915.41,90172511,96394387,,16,30,T,7,3
product,90001838,-3,-5,-1,-1,0,0,-29199.32,-52355.95,90172512,96394398,,16,29,T,7,4
product,90001838,-3,-4,-1,-1,0,1,-29199.32,-45796.49,90172512,96394399,,16,28,T,7,4
product,90001838,-3,-3,-1,-1,0,2,-29199.32,-39237.03,90172512,96394400,,16,27,T,7,4
product,90001838,-3,-2,-1,-1,0,3,-29199.32,-32677.57,90172512,96394401,,16,26,T,7,4
product,90001838,-3,-1,-1,-1,0,4,-29199.32,-26118.11,90172512,96394402,,16,25,T,7,4
product,90001838,-3,0,-1,0,0,0,-29199.32,-19558.65,90172513,96394413,,16,24,T,7,5
product,90001838,-3,1,-1,0,0,1,-29199.32,-12999.19,90172513,96394414,,16,23,T,7,5
product,90001838,-3,2,-1,0,0,2,-29199.32,-6439.73,90172513,96394415,,16,22,T,7,5
product,90001838,-3,3,-1,0,0,3,-29199.32,119.73,90172513,96394416,,16,21,T,7,5
product,90001838,-3,4,-1,0,0,4,-29199.32,6679.19,90172513,96394417,,16,20,T,7,5
product,90001838,-3,5,-1,1,0,0,-29199.32,13238.65,90172514,96394428,,16,19,T,7,6
product,90001838,-3,6,-1,1,0,1,-29199.32,19798.11,90172514,96394429,,16,18,T,7,6
product,90001838,-3,7,-1,1,0,2,-29199.32,26357.57,90172514,96394430,,16,17,T,7,6
product,90001838,-3,8,-1,1,0,3,-29199.32,32917.03,90172514,96394431,,16,16,T,7,6
product,90001838,-3,9,-1,1,0,4,-29199.32,39476.49,90172514,96394432,,16,15,T,7,6
product,90001838,-3,10,-1,2,0,0,-29199.32,46035.95,90172515,96394443,,16,14,T,7,7
product,90001838,-3,11,-1,2,0,1,-29199.32,52595.41,90172515,96394444,,16,13,T,7,7
product,90001838,-3,12,-1,2,0,2,-29199.32,59154.87,90172515,96394445,,16,12,T,7,7
product,90001838,-3,13,-1,2,0,3,-29199.32,65714.33,90172515,96394446,,16,11,T,7,7
product,90001838,-3,14,-1,2,0,4,-29199.32,72273.79,90172515,96394447,,16,10,T,7,7
product,90001838,-3,15,-1,3,0,0,-29199.32,78833.25,90172516,96394458,,16,9,T,7,8
product,90001838,-3,16,-1,3,0,1,-29199.32,85392.71,90172516,96394459,,16,8,T,7,8
product,90001838,-3,17,-1,3,0,2,-29199.32,91952.17,90172516,96394460,,16,7,T,7,8
product,90001838,-3,18,-1,3,0,3,-29199.32,98511.63,90172516,96394461,,16,6,T,7,8
product,90001838,-3,19,-1,3,0,4,-29199.32,105071.09,90172516,96394462,,16,5,T,7,8
product,90001838,-3,20,-1,4,0,0,-29199.32,111630.55,90172517,96394473,,16,4,T,7,9
product,90001838,-3,21,-1,4,0,1,-29199.32,118190.01,90172517,96394474,,16,3,T,7,9
product,90001838,-3,22,-1,4,0,2,-29199.32,124749.47,90172517,96394475,,16,2,T,7,9
product,90001838,-3,23,-1,4,0,3,-29199.32,131308.93,90172517,96394476,,16,1,T,7,9
product,90001838,-3,24,-1,4,0,4,-29199.32,137868.39,90172517,96394477,,16,0,P,7,9
product,90001838,-3,25,-1,5,0,0,-29199.32,144427.85,90172518,96394488,,16,-1,P,7,10
product,90001838,-3,26,-1,5,0,1,-29199.32,150987.31,90172518,96394489,,16,-2,P,7,10
product,90001838,-3,27,-1,5,0,2,-29199.32,157546.77,90172518,96394490,,16,-3,P,7,10
product,90001838,-3,28,-1,5,0,3,-29199.32,164106.23,90172518,96394491,,16,-4,P,7,10
product,90001838,-3,29,-1,5,0,4,-29199.32,170665.69,90172518,96394492,,16,-5,P,7,10
product,90001838,-2,-20,-1,-4,1,0,-21928.36,-150747.85,90172509,96394358,15,17,44,P,7,1
product,90001838,-2,-19,-1,-4,1,1,-21928.36,-144188.39,90172509,96394359,15,17,43,T,7,1
product,90001838,-2,-18,-1,-4,1,2,-21928.36,-137628.93,90172509,96394360,15,17,42,T,7,1
product,90001838,-2,-17,-1,-4,1,3,-21928.36,-131069.47,90172509,96394361,15,17,41,T,7,1
product,90001838,-2,-16,-1,-4,1,4,-21928.36,-124510.01,90172509,96394362,15,17,40,T,7,1
product,90001838,-2,-15,-1,-3,1,0,-21928.36,-117950.55,90172510,96394373,10,17,39,T,7,2
product,90001838,-2,-14,-1,-3,1,1,-21928.36,-111391.09,90172510,96394374,10,17,38,T,7,2
product,90001838,-2,-13,-1,-3,1,2,-21928.36,-104831.63,90172510,96394375,10,17,37,T,7,2
product,90001838,-2,-12,-1,-3,1,3,-21928.36,-98272.17,90172510,96394376,10,17,36,T,7,2
product,90001838,-2,-11,-1,-3,1,4,-21928.36,-91712.71,90172510,96394377,10,17,35,T,7,2
product,90001838,-2,-10,-1,-2,1,0,-21928.36,-85153.25,90172511,96394388,,17,34,T,7,3
product,90001838,-2,-9,-1,-2,1,1,-21928.36,-78593.79,90172511,96394389,,17,33,T,7,3
product,90001838,-2,-8,-1,-2,1,2,-21928.36,-72034.33,90172511,96394390,,17,32,T,7,3
product,90001838,-2,-7,-1,-2,1,3,-21928.36,-65474.87,90172511,96394391,,17,31,T,7,3
product,90001838,-2,-6,-1,-2,1,4,-21928.36,-58915.41,90172511,96394392,,17,30,T,7,3
product,90001838,-2,-5,-1,-1,1,0,-21928.36,-52355.95,90172512,96394403,,17,29,T,7,4
product,90001838,-2,-4,-1,-1,1,1,-21928.36,-45796.49,90172512,96394404,,17,28,T,7,4
